order_id,user_id,promo_id,address_id,created_at,order_cost,shipping_cost,order_total,tracking_id,shipping_service,estimated_delivery_at,delivered_at,status
d1f27bac-ff50-489e-a5e0-12fd99fcf3e8,6f0c43cb-42af-45e0-83ae-f0ed3b4e2e8e,,7986bf80-2ce5-4fac-8e06-fc6db16dd2d9,2021-02-11 06:23:40,241.50,4.77,246.27,d9b38782-2b75-4fd7-9652-c6011b2e4fba,fedex,2021-02-16 06:23:40,2021-02-14 06:23:40,delivered
dbfaf983-63e8-4246-899b-f0689e54ea56,f47ac0f5-2afa-4e71-8328-bd881947159b,,aa61ded6-4588-48dd-9759-1bd36ec5d787,2021-02-11 20:21:38,325.00,6.92,331.92,1a0aed25-71fb-4596-85ef-c4790d2e3048,fedex,2021-02-12 20:21:38,2021-02-14 20:21:38,delivered
f5e96989-b540-486f-bb13-1f4297c194bd,e3302139-c0ba-4715-9c35-68dde8347b56,,4983fb6f-b53f-4022-95ca-d17eb4974093,2021-02-11 10:22:46,367.00,2.27,369.27,99870825-fa59-4d25-98ba-4fbe0d26e08f,fedex,,2021-02-14 10:22:46,delivered
4eae9c6e-4c96-430f-b103-21203c72064f,707a74bd-593f-4bdc-85e3-b8ff6b538399,,aa61ded6-4588-48dd-9759-1bd36ec5d787,2021-02-11 15:50:51,135.00,8.55,143.55,18189a49-83c4-4afc-8e5c-d5d376c6c52b,ups,2021-02-14 15:50:51,2021-02-13 15:50:51,delivered
38893be1-b3c0-4460-ab69-f83f6ac95c6a,bbe518c7-5ea8-444e-acef-6c18be8336bc,,27b514cc-7ff4-4451-b1ba-27bb2f5011c8,2021-02-11 11:00:59,196.50,2.28,198.78,bd2aaf67-98f8-42e3-9558-560974400f0b,usps,2021-02-12 11:00:59,,shipped
b2b891d1-56c5-4876-a24f-a7961b3e1b3b,20e2eaa5-e8b9-4675-bc3b-11c048b060d9,,48ee18eb-8ee7-4cd7-819b-a9c65184e4ac,2021-02-11 14:53:52,145.75,7.49,153.24,35b3fc7e-8cac-4760-8bc5-f980f9b6377f,usps,2021-02-15 14:53:52,,shipped
45319e78-6d23-4728-a135-75dbda6bde49,7193aa74-ca9f-4769-b290-a817bd2e4266,,632eadda-3e81-492c-8108-d5982aeac84d,2021-02-11 11:00:45,100.75,6.95,107.70,901004b6-66a9-4c77-9aea-364d28211e36,usps,2021-02-12 11:00:45,2021-02-12 11:00:45,delivered
e2b27601-37f6-413d-9377-ed9a3a8a5ac8,6cf2751f-d815-4fbc-b04a-245c1301574c,,2466034c-a22b-4b0e-95af-2d34160779bc,2021-02-11 22:55:16,35.50,6.03,41.53,ef8a13fe-99e5-41ca-9f49-04b04f796895,ups,2021-02-14 22:55:16,2021-02-13 22:55:16,delivered
8899a38e-2c99-46ea-adb4-526c3a1fac38,467a047e-c8df-4304-8fc9-949acd7bcf4a,,5eadcadd-a524-443f-8fcb-d0ef1981da0a,2021-02-11 14:56:45,161.50,9.21,170.71,069d4b43-4d46-4c5c-88a0-04f8841117ec,ups,2021-02-16 14:56:45,2021-02-14 14:56:45,delivered
0ac61965-6392-4fe3-bb4f-292438c37de0,78fe6452-8a56-4226-ae22-f372116b12ff,,1d3482c6-e56b-47df-91f8-4b32bc908b2b,2021-02-11 07:45:00,372.75,4.92,377.67,0c59fc80-862a-418a-ac64-93093d8edea8,ups,2021-02-15 07:45:00,2021-02-17 07:45:00,delivered
4650242f-8513-49dd-b2e8-4df3c388fd22,48ebf150-7cb7-4358-a5ef-1a2b0aa831b9,,56078786-b8da-47a0-8a7c-befda74f8cd8,2021-02-11 18:43:30,457.00,1.58,458.58,989f31d6-d932-494a-9ec6-233b66f3756a,ups,2021-02-13 18:43:30,2021-02-14 18:43:30,delivered
cfd3e3f3-2b77-4858-b3ed-683496b33cfa,aa2bd310-8be1-4b6c-a852-2789d8652ac7,,d0042646-63e0-434e-874c-aec1d434f2df,2021-02-11 13:48:32,91.50,2.97,94.47,24b536c6-d20c-4c56-b20d-bf30b2285a82,fedex,2021-02-12 13:48:32,2021-02-16 13:48:32,delivered
19f1c3c5-3840-4d33-8d88-30fad93fa25e,707a74bd-593f-4bdc-85e3-b8ff6b538399,leverage,b8f77f86-d46a-412a-9dce-7b458a34618d,2021-02-11 06:14:33,160.25,3.72,153.97,870fae93-822b-4b4a-b4ad-923fe2684c03,fedex,2021-02-14 06:14:33,2021-02-14 06:14:33,delivered
4187e4d5-0629-4725-8ff5-1e88bf584dc2,c4706c3b-a72a-4a8e-8a54-55c6b0238f86,,42e017a2-ca97-4f71-bf3c-d32605ef9d43,2021-02-11 13:24:29,482.75,3.97,486.72,5e1a9911-135c-4224-97e1-dd160833794e,ups,2021-02-16 13:24:29,2021-02-13 13:24:29,delivered
484655dc-c294-4f4a-9ac4-de88a2e440e3,1690815f-a96f-4f41-af89-bde6e90ad560,,2aaf2e91-8735-4def-82ca-31dce98ff634,2021-02-11 14:09:11,343.25,6.87,350.12,a67ee95f-0f4c-4ab9-84ca-0d77dc8adf13,ups,2021-02-13 14:09:11,2021-02-14 14:09:11,delivered
e86dab74-f840-482c-b833-0e60b4e58a27,bf7367be-d029-4255-81a1-3a295eeb9c56,,2c7bd191-c7c9-45d3-9dd0-612320bd9817,2021-02-11 23:49:14,165.00,7.52,172.52,8fc43e60-b2db-4d6b-aa14-5f654884b4d0,dhl,2021-02-12 23:49:14,2021-02-17 23:49:14,delivered
f41a7205-5a93-4d93-8988-ad1ee619ae2a,393de08c-725c-457a-a591-16030480eb80,,b77fd02e-2ad1-4235-8ea9-d9ea509d9c04,2021-02-11 09:26:20,15.00,5.22,20.22,63b705e6-ef0b-45ff-a7ad-64549a3bff9d,ups,2021-02-13 09:26:20,2021-02-17 09:26:20,delivered
431ed9a0-8475-4928-a7b2-81db3f1a2dea,8af678e5-c051-4ca2-88f3-4c903d77a3f6,,28d7931e-b044-49f6-ac58-fabf1151055a,2021-02-11 08:07:21,120.50,2.32,122.82,12993296-fe5f-426b-9b3b-b256e0bfdd33,usps,2021-02-12 08:07:21,2021-02-16 08:07:21,delivered
5741e351-3124-4de7-9dff-01a448e7dfd4,bbe518c7-5ea8-444e-acef-6c18be8336bc,,f2dfb1e6-43bf-49ac-8d17-e1498079e08b,2021-02-11 18:11:14,462.00,8.05,470.05,,,,,preparing
fae3a36e-1707-441b-8ff8-7b6afeb278f6,58367695-0c22-415d-9704-bd8f73bb2e8f,,de7f84bd-9386-41a6-8dd0-cbafd5b58945,2021-02-11 20:15:37,431.00,6.35,437.35,07401235-5b6e-4b55-89e8-7f267358145f,ups,2021-02-16 20:15:37,2021-02-12 20:15:37,delivered
cf9e7988-a925-4015-baf3-7a0f9e494291,63b87683-1c30-49e0-86f0-54d00b32052f,,131db634-55f8-4fb6-98f3-624ec32a94b8,2021-02-11 08:30:24,100.50,2.54,103.04,f43d4579-0753-406e-b5ad-e8f211529b93,ups,2021-02-15 08:30:24,2021-02-16 08:30:24,delivered
e4926154-3efe-4c30-860a-5cbb7f97490b,e512189a-15a2-4325-b41d-6092f5c03bc9,,a96cbe83-ad12-4457-af40-1b5b5f373937,2021-02-11 12:20:49,196.90,3.82,200.72,d10945a2-8d96-4494-b8a4-8fcba7e55763,fedex,2021-02-13 12:20:49,2021-02-13 12:20:49,delivered
bff70480-5298-4218-8cac-4f825b082bf5,525d85ad-6277-4500-9701-9afbf9785ad3,,3a286955-76c1-4b50-b5fc-61e4e4e3be4d,2021-02-11 07:28:06,411.95,1.28,413.23,b21831e8-d37e-4246-a200-f64d58da375d,fedex,2021-02-13 07:28:06,2021-02-18 07:28:06,delivered
0b43de27-5e08-4c20-a21d-44e786835265,4d3c9f53-0667-4a80-8259-12200fe75761,,a81e134c-8135-44ab-bda4-66b29e5175ca,2021-02-11 23:11:42,152.25,6.26,158.51,44349fc6-f978-4b75-8dbf-4e1f45dc21a6,ups,2021-02-13 23:11:42,2021-02-12 23:11:42,delivered
6f89159f-8046-4bae-a680-34ca13c9d4fa,6f0c43cb-42af-45e0-83ae-f0ed3b4e2e8e,,3a286955-76c1-4b50-b5fc-61e4e4e3be4d,2021-02-11 13:20:59,565.00,6.35,571.35,c883c90e-8e4b-4aca-a393-a1380136d86b,usps,2021-02-16 13:20:59,2021-02-17 13:20:59,delivered
1ee4b2c1-1928-49aa-8552-88d946853143,baaf00b6-da56-44af-8c70-97269472e6f3,,957af504-cee3-4f3a-8f5a-eb5a5bd23b16,2021-02-11 14:14:49,101.50,1.62,103.12,4b157d74-dbe5-4648-ae86-591ce856e0b4,usps,2021-02-15 14:14:49,2021-02-18 14:14:49,delivered
c57a3e41-2e01-4529-a904-054657859dd7,c42fc8e5-9ab6-4fbf-84bf-40ff309bf24c,,dc7345f9-9c6b-45d5-a633-a07a4a355104,2021-02-11 15:02:07,273.90,5.89,279.79,aeca343b-0aaf-46e5-ace5-df8cffa319e7,fedex,2021-02-12 15:02:07,2021-02-13 15:02:07,delivered
d1020671-7cdf-493c-b008-c48535415611,1df78ad9-9493-4ce9-b1ad-776f26650417,,48ee18eb-8ee7-4cd7-819b-a9c65184e4ac,2021-02-11 04:51:15,161.00,6.55,167.55,,,,,preparing
c5a71045-9dfe-4345-8021-200a01481367,6875a4d9-cdc6-43bc-a700-f6916e049e46,Optional,d3dfe1e5-6826-49fe-9bfb-ef1022a20520,2021-02-11 23:48:34,15.25,3.64,1.89,c9c63e8d-2ee7-41c3-bd5d-1f7f27c3c7a1,fedex,2021-02-12 23:48:34,,shipped
eb047506-bf59-4d29-b134-6a9d80235f3f,58367695-0c22-415d-9704-bd8f73bb2e8f,,96a40097-0030-4509-bb52-b3251fdef2b6,2021-02-11 18:46:38,236.25,4.26,240.51,4c0cd4a4-47c0-423b-aa63-85281d7fda2b,fedex,2021-02-13 18:46:38,2021-02-15 18:46:38,delivered
915a50e8-2ca3-434b-aacb-7d633ba1bef1,ee92f1cf-3bcf-4cea-a8d4-ac5ce812de46,,b5d85492-b403-4f52-a42b-4363716f4cfb,2021-02-11 23:34:16,256.75,4.92,261.67,74a4ffcc-ecc8-4a79-abd1-71e870a4f54d,ups,2021-02-16 23:34:16,2021-02-13 23:34:16,delivered
7456d2d4-95f8-4725-bcd3-78ec79467149,d1f08820-32e6-4a31-abba-5aa533bc15a9,,df4fbdd5-d7f9-4711-b1b6-2517808df91a,2021-02-11 16:56:50,15.00,2.81,17.81,d06d904b-8fd6-4c6a-800d-22cd37f162d5,ups,2021-02-14 16:56:50,2021-02-17 16:56:50,delivered
b10167f6-1753-4208-b79b-cba9ace4b6be,51d453ca-8147-49eb-a874-8139855727e7,,dd1048ba-46a5-4d80-a7e1-b1592c161a4c,2021-02-11 21:01:26,271.00,4.62,275.62,770428a5-36ec-4319-aa34-d6064e31a777,ups,2021-02-12 21:01:26,2021-02-14 21:01:26,delivered
aafb9fbd-56e1-4dcc-b6b2-a3fd91381bb6,e879df28-ff9c-4900-b99c-c769ec349316,,959fc946-4baf-457f-8290-2a7d0e7fc3f7,2021-02-11 11:44:42,45.00,5.13,50.13,,,,,preparing
f61a095b-7537-4869-aeff-1433277fa898,62c29c95-e8ec-4b77-a7fa-550820017bff,,4983fb6f-b53f-4022-95ca-d17eb4974093,2021-02-11 01:00:11,305.50,8.82,314.32,ccb866e8-95b3-4894-9cd4-d5db65c3cd16,dhl,2021-02-14 01:00:11,2021-02-16 01:00:11,delivered
09853043-de2b-4ab4-a47a-4cb90a13a27e,d78268b1-7168-49f4-8f6f-db436afb5a6f,,24b83ef4-4f28-408a-bea9-171ddaf094a7,2021-02-11 10:12:41,60.50,3.76,64.26,b611857e-7414-4621-b487-619b0d5a2436,fedex,2021-02-14 10:12:41,2021-02-12 10:12:41,delivered
ac999da3-2fbb-40e8-94cc-30d61d765b07,ac8cea7f-30b1-498d-8baa-d5ea2b32d138,,be19b416-2a93-4ad7-8fdd-f0ae8f4eec2a,2021-02-11 10:50:00,418.00,4.64,422.64,8d909da1-b5b5-4245-abb1-a387b98d649b,ups,2021-02-16 10:50:00,2021-02-18 10:50:00,delivered
e4132e2f-e65c-407f-87f1-27c416702bf2,1e06f0d8-776e-4309-92ec-f9f54d1d1679,,994b670f-e529-4a97-9826-448f7f9fbf80,2021-02-11 02:54:39,30.00,9.55,39.55,727ad67d-8713-4771-80e6-8146ec975ff2,ups,2021-02-14 02:54:39,2021-02-14 02:54:39,delivered
5b3044cb-20cd-4a2c-9226-c3d24d488557,7193aa74-ca9f-4769-b290-a817bd2e4266,,1ceb9167-9852-45a7-8109-57b077d8a2e0,2021-02-11 02:46:22,342.00,8.52,350.52,e0ff8be9-55cb-47de-a5f3-a260571b837c,fedex,2021-02-12 02:46:22,2021-02-17 02:46:22,delivered
265f9aae-561a-4232-a78a-7052466e46b7,5555f2b6-d408-419f-aa60-22c0f0440f50,,4d9d28c3-6e38-48e7-9960-f244a3e72d9d,2021-02-11 05:06:33,167.40,1.18,168.58,,,,,preparing
af1c67f7-bbde-4f2f-99d0-2e19242141c2,e0d9d6a2-d95a-4c56-b2df-654eca4d3bae,,23f4d3fc-7192-44eb-a1c6-c3d93eed0a42,2021-02-11 22:51:46,121.00,1.97,122.97,6729514d-0b66-4440-8092-ba22fae0d5d4,usps,2021-02-13 22:51:46,2021-02-15 22:51:46,delivered
e42ba9a9-986a-4f00-8dd2-5cf8462c74ea,60bc96e0-dcf5-438d-8e11-7ab3f6ac6e96,,fb0c8410-558a-4a65-bc50-6f82c32c7d1a,2021-02-11 10:11:14,246.00,7.88,253.88,,,,,preparing
76198fb9-1fa6-4fe6-9053-1cbad61c4730,eb8ac155-9558-47a2-ad5d-3a2518ec563c,,abf50534-9e5b-4e95-9548-2008505f40a2,2021-02-11 03:56:47,241.50,5.10,246.60,6cf159eb-799c-4b74-8896-675d12f72750,ups,2021-02-15 03:56:47,2021-02-16 03:56:47,delivered
b4eec587-6bca-4b2a-b3d3-ef2db72c4a4f,393de08c-725c-457a-a591-16030480eb80,Digitized,b77fd02e-2ad1-4235-8ea9-d9ea509d9c04,2021-02-11 12:10:50,116.50,6.22,111.72,,,,,preparing
55288bb6-9a28-483f-a005-ceef70079c72,6d37adeb-4c53-4167-b170-c89e4bd1764a,,e6572a36-e4ae-4daa-8c05-692490c310a1,2021-02-11 10:47:31,15.00,9.98,24.98,7f8207cf-2db6-485c-90b7-bcbedb8c4fbd,usps,2021-02-14 10:47:31,2021-02-18 10:47:31,delivered
cc2bd924-fb17-408c-93b5-cc01cf8e9ef0,b6b40cce-8d02-4fe5-8bee-5eadbcb56a01,,e71bd22e-7711-405f-9d7e-2a7824d68a6a,2021-02-11 15:31:40,244.55,6.73,251.28,6b427193-762c-4768-9d9d-ae3f4a02933b,usps,2021-02-12 15:31:40,2021-02-16 15:31:40,delivered
db7957ce-8b32-41bb-868f-c8e9cce8f1a3,d055abf7-ba8e-463b-975a-c5cb10f6d8eb,,abf50534-9e5b-4e95-9548-2008505f40a2,2021-02-11 04:20:00,221.75,3.89,225.64,2f3a45b8-b856-4228-91f8-7bbeaad4dcd5,ups,2021-02-13 04:20:00,2021-02-17 04:20:00,delivered
67ae065f-0e88-4dcd-bf78-95f5f4613c69,0babae9e-2656-4dcb-b454-47d88d47c920,instruction set,abf50534-9e5b-4e95-9548-2008505f40a2,2021-02-11 11:11:14,383.00,2.37,372.37,,,,,preparing
08cbcbdc-781b-434d-a70b-4955117596a1,93908a68-20b7-44ba-b6c1-6f4cc57d7726,,cdac5d06-ad99-49f6-abb0-df87017dccfd,2021-02-11 09:59:37,273.25,2.93,276.18,03b4b7c8-e8e6-4cf5-b43f-06bc819eb230,ups,2021-02-12 09:59:37,2021-02-13 09:59:37,delivered
5dbde056-632e-484a-a30b-67665cec51ee,2f0a3789-41ac-4732-bf29-b3ea5f4ed831,,b3315b61-f1a6-4dbc-b08b-d65b38aa6f77,2021-02-11 10:22:33,679.35,5.81,685.16,89822572-41fb-421f-a450-c63f237c8b4b,ups,2021-02-15 10:22:33,2021-02-16 10:22:33,delivered
d01dd09a-42bf-4987-af15-960fda67b02a,78955b0f-6e77-44d6-89b5-18097afb0580,,177f1c47-e34a-4c5d-b704-330376ba6ae2,2021-02-11 21:10:31,111.50,9.25,120.75,d96f116e-cd40-47f3-91a2-814a00765b67,ups,2021-02-16 21:10:31,2021-02-17 21:10:31,delivered
692abf44-42fb-4cd3-8076-d9346d57211c,dbc936d7-51da-4dfa-9dd9-7ce399b466df,,280bb1a8-d59e-4ada-b479-a4d47163130e,2021-02-11 00:38:58,210.50,8.39,218.89,0cd76fd4-03c9-4f43-9f07-6eaf6326bbe3,usps,2021-02-14 00:38:58,2021-02-18 00:38:58,delivered
333db7e3-aba5-4988-b61f-ced40037b5c8,6d37adeb-4c53-4167-b170-c89e4bd1764a,,be19b416-2a93-4ad7-8fdd-f0ae8f4eec2a,2021-02-11 18:01:25,177.00,1.61,178.61,d373b271-7296-4e49-8db1-45021d47a222,ups,2021-02-13 18:01:25,2021-02-15 18:01:25,delivered
4fe7882d-a063-4afc-95c5-a80430305a22,79bdfd27-a0a7-4e4f-9d75-0c12c72ce7f1,,b77fd02e-2ad1-4235-8ea9-d9ea509d9c04,2021-02-11 16:12:05,298.25,7.08,305.33,6ad98e61-54d0-4343-9398-91c2af780281,fedex,2021-02-12 16:12:05,,shipped
a132ed5c-7140-41f5-8eb1-992b7aeae11b,48fd8fef-ef87-4609-aac6-a8495b2feb50,,cdac5d06-ad99-49f6-abb0-df87017dccfd,2021-02-11 11:51:28,323.50,8.95,332.45,98f445e4-7953-4028-9f66-a8805b97756a,fedex,2021-02-15 11:51:28,2021-02-14 11:51:28,delivered
69804412-006d-40a8-909a-d68710725db6,6514b5a0-6388-4940-b6db-ed6f4e010ad5,,89ab3752-1119-4f9e-9766-0d6883501434,2021-02-11 00:29:14,50.25,8.56,58.81,f11d6036-b3f3-4380-a03d-a18a8752cf6a,fedex,2021-02-16 00:29:14,2021-02-12 00:29:14,delivered
8298fb27-518c-4b2c-9fd8-391737ceb777,8ac6bb3e-7dc0-4cdb-90f2-a31db50547db,,71c60b11-0457-40c4-91ca-b86e0631f1eb,2021-02-11 14:09:20,90.00,1.89,91.89,49f10900-730f-4cf9-b084-4b5c3c206ea8,fedex,2021-02-12 14:09:20,2021-02-12 14:09:20,delivered
42ec61e5-e1ff-4dee-b507-3e466e5d1768,6cbe0665-0001-43b3-98af-7cd3909b1b28,,280bb1a8-d59e-4ada-b479-a4d47163130e,2021-02-11 05:52:18,122.85,5.07,127.92,eb66cdbf-bda3-4ccf-884c-1bb5dc580f4d,ups,2021-02-15 05:52:18,2021-02-16 05:52:18,delivered
c08e2beb-24ee-4915-8668-dabe2306c6ca,5943d612-56e1-449a-b891-c501bcea5c34,,4a30ec6b-111e-4142-9079-956394e1e4c7,2021-02-11 22:43:50,323.00,9.15,332.15,48e73678-2069-4d6c-a802-fecdf345f3ab,ups,2021-02-13 22:43:50,,shipped
c0873253-7827-4831-aa92-19c38372e58d,48ebf150-7cb7-4358-a5ef-1a2b0aa831b9,,4934ebb8-8950-4bd0-87ba-a1532716e54d,2021-02-11 17:11:14,336.75,9.52,346.27,,,,,preparing
d6ae6182-1c85-4b8e-a7a0-d150b08cab27,ab21c3fa-34c7-4858-bee5-193775913caf,,b3315b61-f1a6-4dbc-b08b-d65b38aa6f77,2021-02-11 12:49:19,172.75,8.38,181.13,ca6b1726-8e04-4016-8743-53e598917255,usps,2021-02-12 12:49:19,2021-02-14 12:49:19,delivered
843b5729-e193-4a16-834e-7447e35a37c8,1690815f-a96f-4f41-af89-bde6e90ad560,,8b7e7226-a1e0-4fbf-a0a9-60c38d3e3347,2021-02-11 07:08:41,161.00,9.99,170.99,ed0da0c5-298b-40ec-a382-a0038c9e5eb7,ups,2021-02-15 07:08:41,2021-02-13 07:08:41,delivered
e77a9f5e-a3d7-4eed-ba0b-50893cb38f00,6d37adeb-4c53-4167-b170-c89e4bd1764a,,b2b4d6cd-3c94-40e0-99aa-9dd9ba011ca6,2021-02-11 03:54:07,383.80,7.16,390.96,19d1c8c0-2446-4282-88f8-bd1079a43037,fedex,2021-02-12 03:54:07,2021-02-13 03:54:07,delivered
3332bd19-5807-4a5f-8894-8f1fee628adf,1fada2e4-1018-48f1-84dc-802dc99171fe,Mandatory,a81e134c-8135-44ab-bda4-66b29e5175ca,2021-02-11 03:04:28,517.75,3.80,501.55,2184f126-3a9e-4dfd-9fd9-d5da1bfd06bc,ups,2021-02-13 03:04:28,,shipped
2bfad5b6-b4ad-47e2-a316-8b7dc7fbc246,8ac6bb3e-7dc0-4cdb-90f2-a31db50547db,,8b7e7226-a1e0-4fbf-a0a9-60c38d3e3347,2021-02-11 11:51:45,293.50,6.09,299.59,4cc535d1-8f2d-4cd2-907c-abbdb98c7236,ups,2021-02-13 11:51:45,2021-02-12 11:51:45,delivered
912c0b79-532d-4710-bf23-0f9e227b5864,e93257ac-2915-409b-a527-f8d5a089f155,,b5d85492-b403-4f52-a42b-4363716f4cfb,2021-02-11 21:39:37,508.40,2.09,510.49,a4b4c21e-cf53-49ab-8c59-2c1af8a66618,usps,2021-02-13 21:39:37,2021-02-12 21:39:37,delivered
e03c0b27-dcb0-4b48-a36e-1c5f013d11d9,b49e6c79-09ad-41b2-9ed6-44570f83a3f8,instruction set,26a10637-982b-4f9d-a243-de56b194427e,2021-02-11 04:49:12,268.45,2.63,258.08,174ee4bf-b4ce-4399-b6a2-cbb9d00608ac,ups,2021-02-13 04:49:12,2021-02-13 04:49:12,delivered
0322c87a-dccc-4c1d-a639-2404c00c7871,44b36e47-f501-4328-9df5-927222167a3d,,184b47dd-af07-4299-b872-5cfb6e4e7ac1,2021-02-11 23:45:41,229.00,1.37,230.37,89b43e10-0740-4c67-bf4b-e4c15677182d,ups,2021-02-16 23:45:41,2021-02-15 23:45:41,delivered
85a88715-9eef-486b-9494-82989ee3b483,e512189a-15a2-4325-b41d-6092f5c03bc9,,bee5bf4a-6525-4ef0-bdb2-fc1d8efe0570,2021-02-11 04:28:56,779.50,9.34,788.84,66d9d668-f4db-4aba-9f7e-ca8987ed0b97,fedex,2021-02-12 04:28:56,2021-02-14 04:28:56,delivered
5f16fb3f-aa26-4cdc-8de6-e86c96dc842f,9208a361-ea2f-4f75-a2b4-281b55df08a9,Optional,dc7345f9-9c6b-45d5-a633-a07a4a355104,2021-02-11 06:26:15,210.00,9.78,202.78,,,,,preparing
f1236409-b5f6-4e40-961c-797b850e225b,65b34b30-f96d-4230-b595-0c7c249de7e5,,b2b4d6cd-3c94-40e0-99aa-9dd9ba011ca6,2021-02-11 09:20:53,201.50,8.21,209.71,c5096b6d-91c3-4387-8f83-cbe55f1a7323,ups,2021-02-15 09:20:53,2021-02-12 09:20:53,delivered
bc247c35-1e4f-453a-af60-f14218a219b5,63b87683-1c30-49e0-86f0-54d00b32052f,,5a6a5b60-d54a-4ef7-9ae3-6bd9fd21a807,2021-02-11 15:42:24,303.50,9.55,313.05,58a79a2d-41c0-40b1-9be0-f0dba6e7deae,ups,2021-02-14 15:42:24,2021-02-18 15:42:24,delivered
89e6f87a-1347-4670-9cb6-8873c4ae0bca,1084cc0c-3ee1-42d2-aa29-368474bd1579,,b75f3aaf-a993-400a-af77-389c1d1187a9,2021-02-11 10:27:32,355.00,8.46,363.46,96f045af-0dd4-4b09-956d-d9d27f0c36d7,usps,2021-02-12 10:27:32,2021-02-15 10:27:32,delivered
7db78274-d998-408b-9c97-83f22373c9ea,baaf00b6-da56-44af-8c70-97269472e6f3,,c1661061-176f-4e18-96a3-3ae16fdee80b,2021-02-11 21:19:45,637.40,7.31,644.71,55acac02-456c-4a50-9d4f-fb53debecad8,usps,2021-02-13 21:19:45,2021-02-14 21:19:45,delivered
0e9b8ee9-ad0a-42f4-a778-e1dd3e6f6c51,7091fe90-07da-424c-8da6-24e024503be2,,965dbeea-a6d5-467d-9683-914b744ad1ef,2021-02-11 08:11:14,60.00,1.52,61.52,,,,,preparing
fd804ab1-fa33-49b5-97a4-5c29d28a5101,b84e37bd-016f-4bd7-ab63-0ba81c57ea9a,,959fc946-4baf-457f-8290-2a7d0e7fc3f7,2021-02-11 11:01:19,121.50,8.69,130.19,3c5ed5d0-6122-440b-9958-abf6ecedac02,ups,2021-02-15 11:01:19,2021-02-13 11:01:19,delivered
841074bf-571a-43a6-963c-ba7cbdb26c85,dbc936d7-51da-4dfa-9dd9-7ce399b466df,,aa61ded6-4588-48dd-9759-1bd36ec5d787,2021-02-11 16:11:14,76.25,1.14,77.39,,,,,preparing
